RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,cos(RI+Na),cos(RI+Mg),cos(RI+Al),cos(RI+Si),cos(RI+K),cos(RI+Ca),cos(RI+Ba),cos(RI+Fe),cos(Na+Mg),cos(Na+Al),cos(Na+Si),cos(Na+K),cos(Na+Ca),cos(Na+Ba),cos(Na+Fe),cos(Mg+Al),cos(Mg+Si),cos(Mg+K),cos(Mg+Ca),cos(Mg+Ba),cos(Mg+Fe),cos(Al+Si),cos(Al+K),cos(Al+Ca),cos(Al+Ba),cos(Al+Fe),cos(Si+K),cos(Si+Ca),cos(Si+Ba),cos(Si+Fe),cos(K+Ca),cos(K+Ba),cos(K+Fe),cos(Ca+Ba),cos(Ca+Fe),cos(Ba+Fe),cos(2*pi*(RI-min(RI)+Na-min(Na)))/(max(RI)+max(Na)-min(RI)-min(Na)),cos(2*pi*(RI-min(RI)+Mg-min(Mg)))/(max(RI)+max(Mg)-min(RI)-min(Mg)),cos(2*pi*(RI-min(RI)+Al-min(Al)))/(max(RI)+max(Al)-min(RI)-min(Al)),cos(2*pi*(RI-min(RI)+Si-min(Si)))/(max(RI)+max(Si)-min(RI)-min(Si)),cos(2*pi*(RI-min(RI)+K-min(K)))/(max(RI)+max(K)-min(RI)-min(K)),cos(2*pi*(RI-min(RI)+Ca-min(Ca)))/(max(RI)+max(Ca)-min(RI)-min(Ca)),cos(2*pi*(RI-min(RI)+Ba-min(Ba)))/(max(RI)+max(Ba)-min(RI)-min(Ba)),cos(2*pi*(RI-min(RI)+Fe-min(Fe)))/(max(RI)+max(Fe)-min(RI)-min(Fe)),cos(2*pi*(Na-min(Na)+Mg-min(Mg)))/(max(Na)+max(Mg)-min(Na)-min(Mg)),cos(2*pi*(Na-min(Na)+Al-min(Al)))/(max(Na)+max(Al)-min(Na)-min(Al)),cos(2*pi*(Na-min(Na)+Si-min(Si)))/(max(Na)+max(Si)-min(Na)-min(Si)),cos(2*pi*(Na-min(Na)+K-min(K)))/(max(Na)+max(K)-min(Na)-min(K)),cos(2*pi*(Na-min(Na)+Ca-min(Ca)))/(max(Na)+max(Ca)-min(Na)-min(Ca)),cos(2*pi*(Na-min(Na)+Ba-min(Ba)))/(max(Na)+max(Ba)-min(Na)-min(Ba)),cos(2*pi*(Na-min(Na)+Fe-min(Fe)))/(max(Na)+max(Fe)-min(Na)-min(Fe)),cos(2*pi*(Mg-min(Mg)+Al-min(Al)))/(max(Mg)+max(Al)-min(Mg)-min(Al)),cos(2*pi*(Mg-min(Mg)+Si-min(Si)))/(max(Mg)+max(Si)-min(Mg)-min(Si)),cos(2*pi*(Mg-min(Mg)+K-min(K)))/(max(Mg)+max(K)-min(Mg)-min(K)),cos(2*pi*(Mg-min(Mg)+Ca-min(Ca)))/(max(Mg)+max(Ca)-min(Mg)-min(Ca)),cos(2*pi*(Mg-min(Mg)+Ba-min(Ba)))/(max(Mg)+max(Ba)-min(Mg)-min(Ba)),cos(2*pi*(Mg-min(Mg)+Fe-min(Fe)))/(max(Mg)+max(Fe)-min(Mg)-min(Fe)),cos(2*pi*(Al-min(Al)+Si-min(Si)))/(max(Al)+max(Si)-min(Al)-min(Si)),cos(2*pi*(Al-min(Al)+K-min(K)))/(max(Al)+max(K)-min(Al)-min(K)),cos(2*pi*(Al-min(Al)+Ca-min(Ca)))/(max(Al)+max(Ca)-min(Al)-min(Ca)),cos(2*pi*(Al-min(Al)+Ba-min(Ba)))/(max(Al)+max(Ba)-min(Al)-min(Ba)),cos(2*pi*(Al-min(Al)+Fe-min(Fe)))/(max(Al)+max(Fe)-min(Al)-min(Fe)),cos(2*pi*(Si-min(Si)+K-min(K)))/(max(Si)+max(K)-min(Si)-min(K)),cos(2*pi*(Si-min(Si)+Ca-min(Ca)))/(max(Si)+max(Ca)-min(Si)-min(Ca)),cos(2*pi*(Si-min(Si)+Ba-min(Ba)))/(max(Si)+max(Ba)-min(Si)-min(Ba)),cos(2*pi*(Si-min(Si)+Fe-min(Fe)))/(max(Si)+max(Fe)-min(Si)-min(Fe)),cos(2*pi*(K-min(K)+Ca-min(Ca)))/(max(K)+max(Ca)-min(K)-min(Ca)),cos(2*pi*(K-min(K)+Ba-min(Ba)))/(max(K)+max(Ba)-min(K)-min(Ba)),cos(2*pi*(K-min(K)+Fe-min(Fe)))/(max(K)+max(Fe)-min(K)-min(Fe)),cos(2*pi*(Ca-min(Ca)+Ba-min(Ba)))/(max(Ca)+max(Ba)-min(Ca)-min(Ba)),cos(2*pi*(Ca-min(Ca)+Fe-min(Fe)))/(max(Ca)+max(Fe)-min(Ca)-min(Fe)),cos(2*pi*(Ba-min(Ba)+Fe-min(Fe)))/(max(Ba)+max(Fe)-min(Ba)-min(Fe)),RI*Na,RI*Mg,RI*Al,RI*Si,RI*K,RI*Ca,RI*Ba,RI*Fe,Na*Mg,Na*Al,Na*Si,Na*K,Na*Ca,Na*Ba,Na*Fe,Mg*Al,Mg*Si,Mg*K,Mg*Ca,Mg*Ba,Mg*Fe,Al*Si,Al*K,Al*Ca,Al*Ba,Al*Fe,Si*K,Si*Ca,Si*Ba,Si*Fe,K*Ca,K*Ba,K*Fe,Ca*Ba,Ca*Fe,Ba*Fe,Type
1.52101,13.64,4.49,1.1,71.78,0.06,8.75,0.0,0.0,-0.8541130507199702,0.9631883937518336,-0.8675295233921367,-0.5024389758061494,-0.010213495625795621,-0.6628092492208044,0.049765761962135384,0.049765761962135384,0.7520984735315884,-0.5669784286603413,-0.8270267516218712,0.42337454445066386,-0.9215076625839218,0.4769373749033424,0.4769373749033424,0.7692145393713327,0.6434678425736509,-0.1616762163536865,0.7815627107880266,-0.22056039798441857,-0.22056039798441857,-0.8119163530990349,0.39933952940627304,-0.9109471591078876,0.4535961214255773,0.4535961214255773,-0.9144574876530587,0.4072009575245055,-0.8885456051753322,-0.8885456051753322,-0.8169015341921133,0.9982005399352042,0.9982005399352042,-0.7808456836057491,-0.7808456836057491,1.0,0.13126201798959564,-0.22159281265905548,0.13146060031700177,0.17642590829101154,0.145232342129356,-0.0446065530596241,0.3145763575545357,1.873346551525733,-0.07262271044658407,-0.01900419012025621,0.05950764305480756,0.07638314546879384,0.007198922088702084,0.08615591076551171,0.11792289462318638,-0.04013207719155102,-0.09599436681155821,-0.0888837865696406,0.024139314930142895,-0.13063177073668475,-0.1996053456856543,0.021269161700991135,0.07266954415378865,0.0490012244759259,0.057881218975578345,0.09895821308727912,0.08317419565865292,-0.015201093347484542,0.11226140008327853,0.160767144145448,-0.042956312753176996,0.09933509464618072,0.13835959611432314,-0.030609582427395723,-0.03777988390107137,0.27322404371584696,20.746576400000002,6.8293349,1.673111,109.1780978,0.0912606,13.3088375,0.0,0.0,61.24360000000001,15.004000000000001,979.0792,0.8184,119.35000000000001,0.0,0.0,4.939000000000001,322.29220000000004,0.26940000000000003,39.2875,0.0,0.0,78.95800000000001,0.066,9.625,0.0,0.0,4.3068,628.075,0.0,0.0,0.525,0.0,0.0,0.0,0.0,0.0,1
1.51761,13.89,3.6,1.36,72.73,0.48,7.83,0.0,0.0,-0.9552320316983347,0.3942218904035355,-0.9653584538568243,0.407927213406002,-0.41397242923036404,-0.997024030153951,0.05316125489089792,0.05316125489089792,0.20967289385357335,-0.8969548417022889,0.22427792880502864,-0.2307350591400076,-0.9634638996238896,0.24465798416030085,0.24465798416030085,0.24508854269136174,0.5964091112669212,-0.5910734367830315,0.4208895277156869,-0.896758416334147,-0.896758416334147,0.259565872540653,-0.2659638756089804,-0.9725660176364077,0.20923866589141926,0.20923866589141926,-0.5789394232697355,0.43441377870094716,-0.8900374723152432,-0.8900374723152432,-0.4403768442844543,0.8869949227792842,0.8869949227792842,0.023979335325952467,0.023979335325952467,1.0,0.0750997535881715,-0.17383948968904137,0.27431635724846365,0.15919769853384552,-0.15986178902271106,-0.07717879303377055,0.3149214141293793,1.8754014120676679,0.005636491878753425,0.012711281294554039,0.07153523918725471,-0.04956640666786071,-0.053404737845390654,0.054676203569285334,0.07483614455013912,-0.062565412221002,-0.09832653134930448,0.08189782056484708,0.06557377049180328,-0.10589227675064763,-0.1618033988749896,0.11328339709742008,-0.10096141361944304,-0.07031404801207511,0.14226840447578923,0.24323307861989776,-0.0685027090918674,-0.026025629068770213,0.10014933486215634,0.143421715228129,0.04295631275317701,-0.10599516039684592,-0.14763611626703538,-0.05816081914988843,-0.07178500393743992,0.27322404371584696,21.0796029,5.4633959999999995,2.0639496,110.3757753,0.7284527999999999,11.8828863,0.0,0.0,50.004000000000005,18.890400000000003,1010.2197000000001,6.6672,108.7587,0.0,0.0,4.896000000000001,261.82800000000003,1.728,28.188000000000002,0.0,0.0,98.91280000000002,0.6528,10.648800000000001,0.0,0.0,34.9104,569.4759,0.0,0.0,3.7584,0.0,0.0,0.0,0.0,0.0,1
1.51618,13.53,3.55,1.54,72.99,0.39,7.78,0.0,0.0,-0.7888976243408308,0.3464565152743365,-0.9963545563356083,0.627822622489901,-0.32913149059718905,-0.9917426712454326,0.054589177944714865,0.054589177944714865,-0.19745349853547298,-0.8033104204822067,0.12586729070046146,0.21546397609860915,-0.7768499899847654,0.5705430531599811,0.5705430531599811,0.3687008514617332,0.41597982773211006,-0.6978483250035639,0.32822675259226436,-0.917754505966276,-0.917754505966276,0.6461832172915694,-0.35152884194096007,-0.9945158095364889,0.030791459082466124,0.030791459082466124,-0.432647570452472,0.6126327351269709,-0.7429235156722649,-0.7429235156722649,-0.3107845691391436,0.9249090598573131,0.9249090598573131,0.0739141653812273,0.0739141653812273,1.0,0.05079071482547809,-0.2084783440907561,-0.009774609180651811,0.07060117787090794,-0.1267926236118555,-0.05685509520499844,0.3150236139349866,1.876010026316016,-0.05276348763846184,0.09645603613541132,0.08098895520934457,0.028625548420270996,0.03376135854638032,0.031532346364789805,0.04315879809705866,0.040132077191551464,-0.012421529590125921,0.08689499868114492,0.05305029471311139,-0.12448383721140764,-0.19021130325903088,-0.1027045462503973,-0.06766709020686726,-0.05791102321939453,4.813863204195571e-17,8.230153220076299e-17,-0.0766153304374293,-0.06004200799075161,0.04866049046458451,0.0696856451006734,-0.0037000895420926296,-0.08231979089484927,-0.1146597087463972,-0.04225630857602269,-0.052154858233582554,0.27322404371584696,20.513915400000002,5.382439,2.3349172,110.6659782,0.5913102,11.795880400000001,0.0,0.0,48.031499999999994,20.836199999999998,987.5546999999999,5.2767,105.2634,0.0,0.0,5.467,259.11449999999996,1.3845,27.619,0.0,0.0,112.40459999999999,0.6006,11.981200000000001,0.0,0.0,28.466099999999997,567.8622,0.0,0.0,3.0342000000000002,0.0,0.0,0.0,0.0,0.0,1
1.51766,13.21,3.69,1.29,72.61,0.57,8.22,0.0,0.0,-0.5567706579208221,0.4752701226033309,-0.944760682209814,0.295742448754428,-0.49415593396940877,-0.9514504250348952,0.05311132552743168,0.05311132552743168,-0.3697682638631698,-0.354924266788705,-0.5428256668400303,0.34962137233201435,-0.8466444450320716,0.7999230273097051,0.7999230273097051,0.2644282479640558,0.6202175538878211,-0.43711544130702784,0.7922122610537938,-0.8533559001656994,-0.8533559001656994,0.07250895329270868,-0.28518905924502064,-0.9963707993245615,0.2771208750565576,0.2771208750565576,-0.6031363677563985,0.6589239420322607,-0.9382121725782128,-0.9382121725782128,-0.8052033853057011,0.8419009751622688,0.8419009751622688,-0.35790038912391375,-0.35790038912391375,1.0,-0.14932457040025748,-0.0730804734468631,0.309072552721318,0.06182871290571126,-0.14225742004815264,0.026717535235695148,0.3149173806524317,1.8753773921438912,0.0432453926482692,-0.10062015226313167,-0.01529643384373288,0.07395462801673042,-0.007198922088702532,-0.10123619401168146,-0.1385635057701785,-0.04780838346554226,-0.09891246069655801,-0.005868272853206562,-0.06505670172553955,-0.04818384197443435,-0.07362491053693569,0.035075708782625434,-0.09605382722569213,0.017801709890111744,0.15723270440251572,0.2688172043010753,-0.05796334512520525,-0.05160928639987908,0.03531622792856342,0.05057561282732077,-0.037561814363505926,-0.09666955688739527,-0.1346468828074434,0.017878496561097152,0.022066538346482815,0.27322404371584696,20.048288600000003,5.6001654,1.9577814,110.1972926,0.8650661999999999,12.475165200000001,0.0,0.0,48.7449,17.0409,959.1781000000001,7.5297,108.58620000000002,0.0,0.0,4.7601,267.9309,2.1033,30.3318,0.0,0.0,93.6669,0.7353,10.603800000000001,0.0,0.0,41.387699999999995,596.8542,0.0,0.0,4.6854,0.0,0.0,0.0,0.0,0.0,1
1.51742,13.27,3.62,1.24,73.08,0.55,8.07,0.0,0.0,-0.6053878424035142,0.41234904161607866,-0.9271088329436348,0.6961299552453383,-0.4764598060923357,-0.9868029133088104,0.053350985258930034,0.053350985258930034,-0.3790408608781635,-0.36425531546343326,-0.04378397239385713,0.3118760620257062,-0.7953881715414242,0.7624990405805392,0.7624990405805392,0.1470755535718631,0.2657868257612953,-0.5161835717748248,0.6399442502642143,-0.8877292517787501,-0.8877292517787501,0.47289425362406423,-0.21745242068136467,-0.9934202380925271,0.32479628443877623,0.32479628443877623,-0.19614731702428378,0.8620939211932602,-0.679754133874986,-0.679754133874986,-0.6932712706162248,0.8525245220595057,0.8525245220595057,-0.214342237068377,-0.214342237068377,1.0,-0.14357387568008795,-0.15543453645748131,0.2977280665765201,-0.029222342618500458,-0.15051836165608043,-0.056254736770894036,0.31493645787517216,1.875490999694412,0.04809935322971301,-0.10121974933349609,0.030050983892628023,0.06565535968133897,0.02445601904451885,-0.09883501644169722,-0.13527697781126152,-0.11751000681376877,0.07636404784695631,0.04502370785997339,-0.004117411116676978,-0.09541474180908542,-0.14579372548428254,0.02126916170099133,-0.10615711252653925,-0.06043864892641484,0.14953718809672226,0.25566035384278324,0.036052437897125235,0.051609286399877934,-0.014323798121631981,-0.02051280418400652,0.021692666628442644,-0.10160860216828563,-0.1415262673058264,-0.04582487345425511,-0.056559360226148034,0.27322404371584696,20.1361634,5.4930604,1.8816008,110.8930536,0.834581,12.2455794,0.0,0.0,48.0374,16.4548,969.7715999999999,7.298500000000001,107.0889,0.0,0.0,4.4888,264.5496,1.9910000000000003,29.213400000000004,0.0,0.0,90.61919999999999,0.682,10.0068,0.0,0.0,40.194,589.7556,0.0,0.0,4.4385,0.0,0.0,0.0,0.0,0.0,1
1.51596,12.79,3.61,1.62,72.97,0.64,8.07,0.0,0.26,-0.16799268331525338,0.4018818359051624,-0.9999841366487099,0.6119569898299387,-0.5523358312624368,-0.9870382733639466,0.0548088485796945,-0.2037274032267185,-0.7699479605420718,-0.26946078227753656,-0.5922093687205504,0.6496826741947139,-0.4256207413818005,0.9750989841407338,0.8853131098124399,0.494805518914805,0.37928183380545744,-0.44608748991379277,0.6322281679828087,-0.8922884481070684,-0.7462355491298028,0.6907839058269615,-0.6359228165940027,-0.9650343229592003,-0.04918382191417055,-0.3043001710598334,-0.2157182702380314,0.8012535175812853,-0.7561615697197299,-0.5625173152563635,-0.7552387953835575,0.8020957578842927,0.6216099682706645,-0.214342237068377,-0.45824383537103797,0.9663899781345132,0.13760802676143932,-0.16639411016578526,-0.15714446852062097,0.09071466624796286,-0.09848733756839136,-0.05692872411841101,0.31503707992702784,-0.1744054571906233,-0.043245392648270035,-0.07814535930788889,0.01529643384373337,-0.024029315270214215,-0.017749396575241348,0.09487515162125047,-0.05946638150350048,0.12075019297250023,0.012421529590116859,-6.87296317873832e-17,-1.6101530522364526e-17,-0.10085251868793063,0.13690942118573773,-0.11328339709742008,0.1042767782089903,0.07031404801207511,-0.07574743303486094,-0.22696987244677827,0.026165706551644925,0.018888569338320657,0.06123734799760161,-0.14342171522812647,-0.011041916003873394,-0.06810085360562924,0.12038943368674812,-0.04582487345425511,0.07178500393744001,-0.017155879652817868,19.389128399999997,5.4726156,2.4558552000000002,110.61960119999999,0.9702144,12.2337972,0.0,0.3941496,46.171899999999994,20.7198,933.2862999999999,8.185599999999999,103.2153,0.0,3.3253999999999997,5.8482,263.4217,2.3104,29.1327,0.0,0.9386,118.21140000000001,1.0368000000000002,13.073400000000001,0.0,0.4212,46.7008,588.8679,0.0,18.9722,5.1648000000000005,0.0,0.16640000000000002,0.0,2.0982000000000003,0.0,1
1.51743,13.3,3.6,1.14,73.09,0.58,8.17,0.0,0.0,-0.6289975496419075,0.39405646126604305,-0.8850650168146376,0.7032812964645885,-0.5026259917415732,-0.9657047927655079,0.05334099949804214,0.05334099949804214,-0.3697682638631698,-0.29822554157751013,-0.0037979645886086883,0.25434168418624353,-0.8672479032106911,0.7427491727036695,0.7427491727036695,0.02760751145421152,0.27541369412846184,-0.5075931258152773,0.6993056768682907,-0.896758416334147,-0.896758416334147,0.3917866099617852,-0.14865070027136343,-0.9934202380925271,0.4175945039583582,0.4175945039583582,-0.15677790116395507,0.9125135023815885,-0.6723858681190917,-0.6723858681190917,-0.7808456836057491,0.8364626499151869,0.8364626499151869,-0.3107845691391436,-0.3107845691391436,1.0,-0.1329770410042186,-0.1739947926710082,0.19155091502193847,-0.04019095362329143,-0.13743791378717993,-0.0021674671260689038,0.31493567728876537,1.875486351192329,0.0432453926482692,-0.08887491684014837,0.047982469574893494,0.04570647373969458,-0.021144431515489743,-0.09232929106796119,-0.1263724933611759,-0.1235138332850849,0.07224664295553913,0.039792457155614594,-0.035136183277311286,-0.10589227675064763,-0.1618033988749896,0.07770114709747013,-0.09605382722569202,-0.06043864892641484,0.09241906482586042,0.15800678825066458,0.053973242146375625,0.060642707904307924,-0.02141500738122646,-0.030667972927288303,-0.025090117357989064,-0.09362250855169485,-0.1304027797684321,-0.0045140560409282484,-0.005571474669859087,0.27322404371584696,20.181819,5.462748,1.7298702,110.90895870000001,0.8801093999999999,12.3974031,0.0,0.0,47.88,15.161999999999999,972.0970000000001,7.7139999999999995,108.661,0.0,0.0,4.104,263.124,2.088,29.412,0.0,0.0,83.3226,0.6611999999999999,9.313799999999999,0.0,0.0,42.3922,597.1453,0.0,0.0,4.7386,0.0,0.0,0.0,0.0,0.0,1
1.51756,13.15,3.61,1.05,73.24,0.57,8.24,0.0,0.0,-0.5058724360962605,0.40334642732976783,-0.8397179863302442,0.8016992309138175,-0.49406899417002936,-0.9451371832142784,0.0532111841214608,0.0532111841214608,-0.49580330839679165,-0.06279172292408353,-0.0037979645886086883,0.40517198543356203,-0.8246865363492497,0.8344681549537633,0.8344681549537633,-0.052365019161225934,0.11873921035404784,-0.5075931258152773,0.7541939335946278,-0.8922884481070684,-0.8922884481070684,0.446251856363259,-0.04918382191417055,-0.9909311911069864,0.497571047891727,0.497571047891727,-0.01742647722137339,0.9797856813265629,-0.5542214723793917,-0.5542214723793917,-0.8169015341921133,0.8419009751622688,0.8419009751622688,-0.3765027618802833,-0.3765027618802833,1.0,-0.1341260373709386,-0.16491452165154558,0.031837761388267494,-0.1638401311836747,-0.14230400827873965,0.037584264396788164,0.3149254165248293,1.8754252468967454,0.08817659342268314,0.04318248393154928,0.047982469574893494,0.07760705508773494,0.00719892208870207,-0.08941904898406768,-0.12238920112344454,-0.08890222154918036,0.09599436681156048,0.039792457155614594,-0.057462733117630324,-0.10085251868793063,-0.154102648555158,0.04178485274514101,-0.05114157899168954,-0.06476929509420325,0.009872723196432835,0.016879171916481944,0.08467400508044039,0.0038380513159754826,-0.10340880599611417,-0.14808953395515534,-0.042956312753176996,-0.09666955688739527,-0.1346468828074434,0.02646474138638967,0.03266411292676843,0.27322404371584696,19.955914,5.4783916,1.5934380000000001,111.1460944,0.8650091999999999,12.5046944,0.0,0.0,47.4715,13.807500000000001,963.106,7.4955,108.35600000000001,0.0,0.0,3.7905,264.39639999999997,2.0576999999999996,29.7464,0.0,0.0,76.902,0.5984999999999999,8.652000000000001,0.0,0.0,41.74679999999999,603.4975999999999,0.0,0.0,4.6968,0.0,0.0,0.0,0.0,0.0,1
1.51918,14.04,3.58,1.37,72.08,0.56,8.3,0.0,0.0,-0.9889521721501093,0.37721844768243973,-0.9683127022707991,-0.2262706869704836,-0.4867659694799258,-0.9232264995380738,0.05159341008948219,0.05159341008948219,0.3346562331308536,-0.9559364026863818,-0.27038988067934505,-0.4464848914122656,-0.9397659370322291,0.09701411442317345,0.09701411442317345,0.23538144295445118,0.965931798010725,-0.5416417918356978,0.7735511692438024,-0.9054288894796296,-0.9054288894796296,-0.36853012420193454,-0.35152884194096007,-0.9700834440387657,0.19944972099757285,0.19944972099757285,-0.9274097488183283,0.26614091648540694,-0.9844412531709725,-0.9844412531709725,-0.8447074629185176,0.8472551110134161,0.8472551110134161,-0.4313768449706208,-0.4313768449706208,1.0,-0.0621250999680266,-0.18855239422075884,0.26320859247816303,-0.031160501010117782,-0.14600673320096316,0.06681391650932492,0.31477993054430853,1.874558857375223,0.06916635931560002,-0.07814535930788888,-0.07153523918725484,0.0532307236336457,0.02445601904451886,-0.03756372986578269,-0.05141404367104333,-0.0695878954518177,0.05825423709538605,0.059572335490531675,-0.06236436172427252,-0.1146998272308722,-0.17526133600877275,-0.06671796280277446,-0.06766709020686726,0.06807849078705475,0.13778406918928668,0.23556631183974824,0.04079201304840749,0.038962346561656834,-0.014323798121631806,-0.02051280418400627,-0.05331921346293595,-0.09933509464618069,-0.1383595961143231,0.049212588492357406,0.06074064826341538,0.27322404371584696,21.3292872,5.4386644,2.0812766000000003,109.50249439999999,0.8507408000000001,12.609194,0.0,0.0,50.2632,19.2348,1012.0031999999999,7.8624,116.532,0.0,0.0,4.9046,258.0464,2.0048000000000004,29.714000000000002,0.0,0.0,98.7496,0.7672000000000001,11.371000000000002,0.0,0.0,40.3648,598.264,0.0,0.0,4.648000000000001,0.0,0.0,0.0,0.0,0.0,1
1.51755,13.0,3.6,1.36,72.99,0.57,8.4,0.0,0.11,-0.3712761753945068,0.39416674877663826,-0.9653427964812252,0.6288883813052379,-0.49406029991833905,-0.8810248768463925,0.053221169951614106,-0.05672321104249526,-0.627828035246386,-0.22099351850480609,-0.3929136907484419,0.5372447313175408,-0.8303011087085252,0.9074467814501962,0.8558370386229814,0.24508854269136174,0.37001021213065544,-0.5161835717748248,0.8438539587324921,-0.896758416334147,-0.8427593539586935,0.4991110779760123,-0.35152884194096007,-0.9443372866993279,0.20923866589141926,0.1006257333869315,-0.26425112057051975,0.9578400196842926,-0.7429235156722649,-0.6649503643367158,-0.8983585839090317,0.8419009751622688,0.7775727187509279,-0.5192886541166856,-0.6099665403862415,0.9939560979566968,-0.02474477821580358,-0.17389128206597898,0.27437023084842965,0.06919346627800507,-0.1423086640122364,0.09172274496885728,0.3149262132741048,1.396946058240869,0.061449470909217534,-0.05434348833458365,-0.07763726663633738,0.041666158240979155,0.003606577801798741,-0.012789105465745028,-0.10181126081304596,-0.062565412221002,0.01857099252583153,0.04502370785997339,-0.059332921473181525,-0.10589227675064763,-0.04973797743297121,1.0401265447070164e-14,-0.06766709020686726,0.06933308240004508,0.14226840447578923,0.11445679880781513,-4.138875509158961e-15,0.03592819390541018,0.04866049046458451,-0.04070210919227654,-0.057076202777173235,-0.09666955688739527,-0.0633600136257549,0.07061734369005675,0.07775569476875437,0.21052274392781126,19.72815,5.46318,2.0638680000000003,110.76597449999998,0.8650034999999999,12.74742,0.0,0.1669305,46.800000000000004,17.68,948.8699999999999,7.409999999999999,109.2,0.0,1.43,4.896000000000001,262.764,2.052,30.240000000000002,0.0,0.396,99.2664,0.7752,11.424000000000001,0.0,0.1496,41.604299999999995,613.116,0.0,8.0289,4.787999999999999,0.0,0.06269999999999999,0.0,0.924,0.0,1
