V1,V2,V3,V4,cos(V1+V2),cos(V1+V3),cos(V1+V4),cos(V2+V3),cos(V2+V4),cos(V3+V4),Class
3.6216,8.6661,-2.8073,-0.44699,0.9614219722132610,0.686377633296406,-0.9994549769335680,0.9112920114455770,-0.35706920129026800,-0.9936563723601870,1
4.5459,8.1674,-2.4586,-1.4621,0.9892252826946460,-0.4938429275713840,-0.9983304693578880,0.8395264351976740,0.9122246112202560,-0.7115410395883300,1
3.866,-2.6383,1.9242,0.10645,0.3364045653993370,0.8809239661558090,-0.674242849305481,0.7556829909941810,-0.8197954160867470,-0.4438169857231610,1
3.4566,9.5228,-4.0112,-3.5944,0.915909075002071,0.8501111495922580,0.9905205944954680,0.7168061797554940,0.937721092365164,0.24583558100516300,1
0.32924,-4.4552,4.5718,-0.9888,-0.5533901763506690,0.18753401908963700,0.790261926432282,0.9932099181460670,0.6680692596721430,-0.9041513230544720,1
4.3684,9.6718,-3.9606,-3.1625,0.09681505588306190,0.9179955431992760,0.3568524489545320,0.8408279813328700,0.9745448064500760,0.6675263468169260,1
3.5912,3.0129,0.72888,0.56421,0.9489472892529980,-0.38232299663639100,-0.5286242035553090,-0.8252298166857620,-0.9066519057900310,0.27415057644498500,1
2.0922,-6.81,8.4636,-0.60216,0.005410993210354270,-0.4257352405161260,0.08066857888016270,-0.08270908245474480,0.42758688381469300,-0.007458296877676570,1
3.2032,5.7588,-0.75345,-0.61251,-0.8948157712410150,-0.7700717888037080,-0.8520523693086080,0.2887883463085350,0.4204135146984710,0.20340691112949400,1
1.5356,9.1772,-2.2718,-0.73535,-0.2790208257863620,0.7410255148906140,0.696527348554224,0.812589647335153,-0.554588498858061,-0.9909761907230290,1
1.2247,8.7779,-2.2135,-0.80647,-0.8376542397215880,0.5496926964584810,0.9138092456295720,0.9607190421628270,-0.11717853607942100,-0.9926130774616090,1
3.9899,-2.7066,2.3946,0.86291,0.2835522018681340,0.9948720551486930,0.13996000262218600,0.9517215483530660,-0.2695191540991810,-0.9932891038833350,1
1.8993,7.6625,0.15394,-3.1108,-0.9906271587810490,-0.46394532034466800,0.3516155805965330,0.037532816226979900,-0.1599983489802150,-0.9829853929478110,1
-1.5768,10.843,2.5462,-2.9362,-0.9874528418560740,0.5657943608047490,-0.1980704538428560,0.6801497858028750,-0.05279381084926810,0.924909059857313,1
3.404,8.7261,-2.9915,-0.57242,0.9063338602833420,0.9161214345336100,-0.9523297097226240,0.8532631105806520,-0.29523203127986100,-0.912137468451504,1
4.6765,-3.3895,3.4896,1.4771,0.2800021288824180,-0.3070753415428290,0.9916155668019570,0.994994176961357,-0.33499853306329600,0.2515786477877250,1
2.6719,3.0646,0.37158,0.58619,0.8542523830724060,-0.9951908132667540,-0.9932218552181410,-0.956922035696897,-0.8731360636893190,0.5753453557275100,1
0.80355,2.8473,4.3439,0.6017,-0.8731068135230000,0.42146573744319200,0.16479121322973700,0.6153119463798500,-0.9531212796473550,0.23110280475880900,1
1.4479,-4.8794,8.3428,-2.1086,-0.9582703658997120,-0.9337942428828650,0.7895628561879450,-0.9486653373090370,0.7617316240062070,0.9988004597331440,1
5.2423,11.0272,-4.353,-4.1013,-0.8464378200637820,0.6299558225466030,0.4166856618164470,0.9245228093244360,0.8004716021550660,-0.5649052035948200,1
5.7867,7.8902,-2.6196,-0.48708,0.44418728443314200,-0.9996747052771940,0.5540580345329010,0.5296696259375280,0.4357412283687940,-0.9993906152113560,1
0.3292,-4.4552,4.5718,-0.9888,-0.5533568590218510,0.1874947286152810,0.7902374150322370,0.9932099181460670,0.6680692596721430,-0.9041513230544720,1
3.9362,10.1622,-3.8235,-4.0172,0.038757231567905400,0.993656073936788,0.9967212932211580,0.9984594551495090,0.9904675935172670,0.013281243493901600,1
0.93584,8.8855,-1.6831,-1.6599,-0.9223943530802260,0.7335538101273500,0.7491224385034500,0.6064447614366820,0.5878363027290810,-0.9797860107925320,1
4.4338,9.887,-4.6795,-3.7483,-0.18260274607905000,0.9699672978755150,0.7741026137969830,0.47512934213093500,0.989580144020929,-0.542842793111711,1
0.7057,-5.4981,8.3368,-2.8715,0.0799256783356641,-0.9278172845611430,-0.5605117964542550,-0.954477655871207,-0.49307291428665300,0.6837658295513210,1
1.1432,-3.7413,5.5777,-0.63578,-0.8559077546680560,0.9057227023001960,0.8740010988787640,-0.262491820874706,-0.3290609584364240,0.22752086804045300,1
-0.38214,8.3909,2.1624,-3.7405,-0.1541611185788360,-0.20793532570407100,-0.5561524229769720,-0.4279960271878340,-0.06194928785425300,-0.0073036082711881600,1
6.5633,9.8187,-4.4113,-3.2258,-0.781308532392796,-0.5490303672310370,-0.9808714523665720,0.6403939031485970,0.9524205665436400,0.21518536150849400,1
4.8906,-3.3584,3.4202,1.0905,0.038586744835496000,-0.44109495371044700,0.9547181620210800,0.9980909876973880,-0.6419997553385130,-0.20032435986628200,1
-0.24811,-0.17797,4.9068,0.15429,0.9105928952785810,-0.053673176549941900,0.9956021311275790,0.01644027893786010,0.9997196419010900,0.34167729177643300,1
1.4884,3.6274,3.308,0.48921,0.3925578278839930,0.08391223160100840,-0.39568506280284000,0.7947415453162280,-0.5611536958084340,-0.7926717147315770,1
4.2969,7.617,-2.3874,-0.96164,0.7945861882253820,-0.3322646941428170,-0.9813050219882210,0.4944578778440200,0.9315387391204460,-0.9785598536152050,1
-0.96511,9.4111,1.7305,-4.8629,-0.5580287327698270,0.7211122131528860,0.8981839734772360,0.14550730203620700,-0.16345227242438100,-0.999957747857533,1
-1.6162,0.80908,8.1628,0.60817,0.6915815176443960,0.9655064946161820,0.5335279469803930,-0.8991828100088700,0.15294369079301800,-0.793773506201789,1
2.4391,6.4417,-0.80743,-0.69139,-0.8556566876970140,-0.06083608454815130,-0.17599226243073000,0.7967397714501060,0.8613499422927270,0.0719141962315091,1
2.6881,6.0195,-0.46641,-0.69268,-0.7536635424305100,-0.6058976027345320,-0.411977904268301,0.7451108414965220,0.5764937008485570,0.40017365477358900,1
3.6289,0.81322,1.6277,0.77627,-0.2669906625030930,0.5177432505606320,-0.30240900184748600,-0.7644086789459060,-0.018692584462794400,-0.7400694863373240,1
4.5679,3.1929,-2.1055,0.29653,0.0930468459935623,-0.7780801190723500,0.1514559209758940,0.46478903105598500,-0.940112084688174,-0.2359282504181110,1
3.4805,9.7008,-3.7541,-3.4379,0.8168141864207350,0.9628044200392490,0.9990927572147770,0.9439209448544840,0.9997942602115120,0.6146811225787000,1
4.1711,8.722,-3.0224,-0.59699,0.9470971015562670,0.4096736885004340,-0.9079134624937940,0.8344924438509720,-0.26772240472121900,-0.8880099098073580,1
-0.2062,9.2207,-3.7044,-6.8103,-0.9170099896331620,-0.7186013369404520,0.7429598447193130,0.7200754312002740,-0.7443785280929250,-0.4625544875861690,1
-0.006892,9.2931,-0.41243,-1.9638,-0.9904145357712030,0.9133651920121220,-0.3893222488481860,-0.8555893997668910,0.5009374895336670,-0.7211311589762710,1
0.96441,5.8395,2.3235,0.066365,0.8674588663601750,-0.9893147007489440,0.5141542837133180,-0.3041236466282980,0.9296552530518130,-0.7305101418415430,1
2.8561,6.9176,-0.79372,0.48403,-0.9397417973849160,-0.47202262432359400,-0.9803561137922640,0.9873377223640180,0.43708185143882900,0.9524280923018690,1
-0.7869,9.5663,-3.7867,-7.5034,-0.7988724804465560,-0.138343841617784,-0.42260562144930200,0.8758580373425910,-0.47248098543160300,0.2902860180823070,1
2.0843,6.6258,0.48382,-2.2134,-0.7553043365812760,-0.8400219473847250,0.9916781628448550,0.6775024172043950,-0.2955096792027950,-0.15811729806119300,1
-0.7869,9.5663,-3.7867,-7.5034,-0.7988724804465560,-0.138343841617784,-0.42260562144930200,0.8758580373425910,-0.47248098543160300,0.2902860180823070,1
3.9102,6.065,-2.4534,-0.68234,-0.852303851625499,0.11374958703835300,-0.9962812795735970,-0.8915649610828400,0.6211983952741010,-0.9999828732718670,1
1.6349,3.286,2.8753,0.087054,0.2070034004522820,-0.200814199621078,-0.15058270586180100,0.9925811772930550,-0.9733322013399910,-0.9839797111563260,1
4.3239,-4.8835,3.4356,-0.5776,0.8474675177065110,0.09434112725593260,-0.8226685126713010,0.12258719940778500,0.6806950614235800,-0.9600563880923120,1
5.262,3.9834,-1.5572,1.0103,-0.9839548658583580,-0.8455470579063690,0.9999407556287950,-0.7548357524770260,0.2776153732380080,0.8541407534969150,1
3.1452,5.825,-0.51439,-1.4944,-0.8984464185120320,-0.8723621667116840,-0.07991835542574830,0.5631733248178880,-0.37258123778759800,-0.42412338150234300,1
2.549,6.1499,-1.1605,-1.2371,-0.7479169266602030,0.18128832605232300,0.2560138168099470,0.27348184250738900,0.19907214059020900,-0.7357704817713080,1
4.9264,5.496,-2.4774,-0.50648,-0.5423017613504500,-0.7695931043358720,-0.2883172364710250,-0.9924459334401420,0.2735972657979220,-0.987589116423295,1
4.8265,0.80287,1.6371,1.1875,0.7937690379947510,0.9837693659156430,0.9639878806891930,-0.7637958386841100,-0.40737114173382800,-0.9501771347711280,1
2.5635,6.7769,-0.61979,0.38576,-0.9964422914202570,-0.36433039036213700,-0.9815610214622170,0.9920630299873950,0.637555930936458,0.9727397414738360,1
5.807,5.0097,-2.2384,0.43878,-0.17792193514428200,-0.9102092273816260,0.9993005030619430,-0.9322214776281440,0.6713961082726540,-0.22683201619826800,1
3.1377,-4.1096,4.5701,0.98963,0.563731228882646,0.145661562360359,-0.5522485540292810,0.8958304114747320,-0.9997662395337620,0.749522869128008,1
-0.78289,11.3603,-0.37644,-7.0495,-0.4060835982347410,0.3999536978114400,0.021589956348459400,-0.011714019651507600,-0.39088139793231400,0.4150899165338480,1
2.888,0.44696,4.5907,-0.24398,-0.9813627155186060,0.3665345771164830,-0.8787437072460720,0.31956560606230200,0.9794701924233240,-0.3575741250297870,1
0.49665,5.527,1.7785,-0.47156,0.9665093372761030,-0.6475414442623940,0.9996852624613390,0.5213921826471190,0.3363618984873320,0.26080534666931200,1
4.2586,11.2962,-4.0943,-4.3457,-0.9882934189214300,0.986533090296164,0.9962091924610200,0.6068422484244430,0.7854863759880020,-0.5530481199123020,1
1.7939,-1.1174,1.5454,-0.26079,0.7797687272137050,-0.980519481655167,0.03767740670280020,0.9097976727930230,0.19141767457637300,0.2822957255143980,1
5.4021,3.1039,-1.1536,1.5651,-0.6067919604333410,-0.4474294715993720,0.7750420483369670,-0.37045950260347000,-0.043375367624210200,0.916521877288114,1
2.5367,2.599,2.0938,0.20085,0.4107814678210720,-0.08179748914236900,-0.9194791883697250,-0.019587727601517700,-0.942172081846322,-0.6622769822063720,1
4.6054,-4.0765,2.7587,0.31981,0.8633626350797170,0.4705214466408890,0.21121811110423600,0.2503060225691360,-0.816717278189924,-0.9980109491452240,1
2.4235,9.5332,-3.0789,-2.7746,0.8198366676937080,0.7928042009669920,0.9389949570148100,0.9853955682845430,0.8891029901921660,0.9090968909131320,1
1.0009,7.7846,-0.28219,-2.6608,-0.8025267473012840,0.7526557095919520,-0.08898581409220650,0.3443737334334690,0.39990300621480700,-0.9803432307995350,1
0.12326,8.9848,-0.9351,-2.4332,-0.9502627235478510,0.6881645781202800,-0.6736552940652440,-0.19447123622044100,0.9641925363766740,-0.9744117666299810,1
3.9529,-2.3548,2.3792,0.48274,-0.02730028089306710,0.9988039149258060,-0.27322978356857700,0.9997023347686040,-0.2967272035095660,-0.9611513714758680,1
4.1373,0.49248,1.093,1.8276,-0.08251505513735560,0.4950661977663550,0.9497734073840530,-0.014683145552361800,-0.6811144568432340,-0.9756803421417540,1
4.7181,10.0153,-3.9486,-3.8582,-0.5615294839639530,0.7182586474769230,0.652513249158028,0.9766584301844850,0.9920617725220080,0.0471641306984616,1
4.1654,-3.4495,3.643,1.0879,0.7545028798034410,0.045565851565216300,0.5149171676226700,0.981337215564606,-0.710918704572197,0.018509962475733800,1
4.4069,10.9072,-4.5775,-4.4271,-0.9234333917411890,0.9854830801009580,0.9997959869372660,0.9989183867133860,0.9806748680992680,-0.9130163604899630,1
2.3066,3.5364,0.57551,0.41938,0.9046727180454480,-0.9665228485034010,-0.9148691330099680,-0.5650377281794870,-0.6864595557359920,0.5445951496886530,1
3.7935,7.9853,-2.5477,-1.872,0.7055689589782040,0.3193053049393620,-0.34355873391459000,0.6632933759577890,0.9856041644278880,-0.2885278871799790,1
0.049175,6.1437,1.7828,-0.72113,0.9959247951029190,-0.2582194310241230,0.7826061411570090,-0.07245482143532050,0.6519710387161680,0.4874145671746560,1
